Rank,Article Number,Article Title,1st Author Name,Volume Number,Issue Number,Content Type,Online Publish Year,Print Publish Year,Open Access,DOI,PDF Downloads,HTML Views,Total Usage,Paper Citations To Date,Patent Citations To Date,Total Citations To Date,Author Keywords,IEEE Thesaurus Terms,URL
148,9109275,RGB Color Sensors for Occupant Detection: An Alternative to PIR Sensors,Tianna-Kaye Woodstock,20,20,orig-research,2020,2020,Y,10.1109/JSEN.2020.3000170,1138,1931,3069,17,0,17,,Acoustics;Color;Lighting;Monitoring;Sensor phenomena and characterization;Sensor systems,https://ieeexplore.ieee.org/document/9109275
149,9701291,The Use of Electronic Nose for the Classification of Blended and Single Malt Scotch Whisky,Wentian Zhang,22,7,orig-research,2022,2022,N,10.1109/JSEN.2022.3147185,1101,1943,3044,6,0,6,,Australia;Feature extraction;Gas detectors;Sensor arrays;Sensors;Support vector machines;Training,https://ieeexplore.ieee.org/document/9701291
150,8809786,A New Deep Transfer Learning Method for Bearing Fault Diagnosis Under Different Working Conditions,Jun Zhu,20,15,orig-research,2019,2020,N,10.1109/JSEN.2019.2936932,1553,1485,3038,134,0,134,,Convolution;Deep learning;Employee welfare;Fault diagnosis;Feature extraction;Kernel;Sensors,https://ieeexplore.ieee.org/document/8809786
151,8350275,Capacitive Touch Systems With Styli for Touch Sensors: A Review,Oh-Kyong Kwon,18,12,orig-research,2018,2018,N,10.1109/JSEN.2018.2830660,1705,1300,3005,37,0,37,,Electrodes;Fingers;Integrated circuits;Manufacturing;Signal to noise ratio;Tactile sensors,https://ieeexplore.ieee.org/document/8350275
153,9018226,Sensor Technologies for Fall Detection Systems: A Review,Anuradha Singh,20,13,orig-research,2020,2020,N,10.1109/JSEN.2020.2976554,1540,1453,2993,60,0,60,,Accelerometers;Cameras;Detectors;Robustness;Sensor systems;Wearable sensors,https://ieeexplore.ieee.org/document/9018226
155,9142352,Event-Based Object Detection and Tracking for Space Situational Awareness,Saeed Afshar,20,24,orig-research,2020,2020,Y,10.1109/JSEN.2020.3009687,1602,1381,2983,18,0,18,,Cameras;Image sensors;Radar tracking;Sensors;Space vehicles;Telescopes,https://ieeexplore.ieee.org/document/9142352
156,9765451,On the Detection of Unauthorized Drones?Techniques and Future Perspectives: A Review,Muhammad Asif Khan,22,12,orig-research,2022,2022,Y,10.1109/JSEN.2022.3171293,1685,1290,2975,18,0,18,,Autonomous aerial vehicles;Drones;Privacy;Sensor phenomena and characterization;Sensors;Wireless communication;Wireless sensor networks,https://ieeexplore.ieee.org/document/9765451
158,8824097,An Ultra-Low Power PPG and mm-Resolution ToF PPD-Based CMOS Chip Towards All-in-One Photonic Sensors,Assim Boukhayma,19,24,orig-research,2019,2019,Y,10.1109/JSEN.2019.2939479,1529,1426,2955,8,0,8,,Light emitting diodes;Optoelectronic and photonic sensors;Photodiodes;Photonics;Semiconductor device measurement;Sensor phenomena and characterization,https://ieeexplore.ieee.org/document/8824097
158,8871222,Multi-Axis Force-Torque Sensors for Measuring Zero-Moment Point in Humanoid Robots: A Review,Jung-Hoon Kim,20,3,orig-research,2019,2020,N,10.1109/JSEN.2019.2947719,1417,1538,2955,34,0,34,,Force;Humanoid robots;Legged locomotion;Robot sensing systems;Service robots,https://ieeexplore.ieee.org/document/8871222
160,9122502,Cybersecurity Attacks in Vehicular Sensors,Zeinab El-Rewini,20,22,orig-research,2020,2020,N,10.1109/JSEN.2020.3004275,1431,1493,2924,40,0,40,,Autonomous vehicles;Computer security;Sensor phenomena and characterization;Sensor systems;Vehicle dynamics,https://ieeexplore.ieee.org/document/9122502
161,8633950,A Homomorphic-Based Multiple Data Aggregation Scheme for Smart Grid,Yuwen Chen,19,10,orig-research,2019,2019,Y,10.1109/JSEN.2019.2895769,1453,1470,2923,45,0,45,,Analysis of variance;Data aggregation;Public key;Real-time systems;Smart grids;Smart meters,https://ieeexplore.ieee.org/document/8633950
163,8478214,Microwave Sensor for Liquid Dielectric Characterization Based on Metamaterial Complementary Split Ring Resonator,Euclides Louren�o Chuma,18,24,orig-research,2018,2018,N,10.1109/JSEN.2018.2872859,1476,1437,2913,152,0,152,,Electron tubes;Liquids;Permittivity;Q-factor;Resonant frequency;Sensors;Transmission line measurements,https://ieeexplore.ieee.org/document/8478214
164,9316691,Wireless Power and Data Transmission for Implanted Devices via Inductive Links: A Systematic Review,Mohammad Javad Karimi,21,6,orig-research,2021,2021,N,10.1109/JSEN.2021.3049918,1503,1409,2912,36,0,36,,Couplings;Monitoring;Power transmission;Sensor systems;Sensors;Wireless communication;Wireless sensor networks,https://ieeexplore.ieee.org/document/9316691
165,9408610,Recent Advances in Electrochemical Sensors for Wearable Sweat Monitoring: A Review,Kan Kan Yeung,21,13,orig-research,2021,2021,N,10.1109/JSEN.2021.3074311,1239,1665,2904,41,0,41,,Amperometric sensors;Biomedical monitoring;Biosensors;Glucose;Monitoring;Sensors;Wearable sensors,https://ieeexplore.ieee.org/document/9408610
167,9249383,Multi-Resident Non-Contact Vital Sign Monitoring Using Radar: A Review,Anuradha Singh,21,4,orig-research,2020,2021,N,10.1109/JSEN.2020.3036039,1464,1418,2882,45,0,45,,Doppler radar;Monitoring;Radar;Radar measurements;Sensors;Topology;Ultra wideband radar,https://ieeexplore.ieee.org/document/9249383
168,9684393,Transformers for EEG-Based Emotion Recognition: A Hierarchical Spatial Information Learning Model,Zhe Wang,22,5,orig-research,2022,2022,N,10.1109/JSEN.2022.3144317,1361,1520,2881,32,0,32,,Brain modeling;Electrodes;Electroencephalography;Emotion recognition;Feature extraction;Sensors;Transformers,https://ieeexplore.ieee.org/document/9684393
169,8880697,Knowledge Transfer for Rotary Machine Fault Diagnosis,Ruqiang Yan,20,15,orig-research,2019,2020,N,10.1109/JSEN.2019.2949057,1580,1299,2879,156,0,156,,Adaptation models;Fault diagnosis;Knowledge transfer;Market research;Rotors;Sensors;Support vector machines,https://ieeexplore.ieee.org/document/8880697
170,9216114,"Sensor-Fault Detection, Isolation and Accommodation for Digital Twins via Modular Data-Driven Architecture",Hossein Darvishi,21,4,orig-research,2020,2021,N,10.1109/JSEN.2020.3029459,1468,1405,2873,114,0,114,,Artificial neural networks;Fault detection;Hidden Markov models;Reliability;Sensor systems;Wireless sensor networks,https://ieeexplore.ieee.org/document/9216114
171,9547279,"Applications, Deployments, and Integration of Internet of Drones (IoD): A Review",Laith Abualigah,21,22,orig-research,2021,2021,N,10.1109/JSEN.2021.3114266,1408,1458,2866,141,0,141,,Authentication;Computer architecture;Drones;Security;Sensors;Smart cities;Wireless sensor networks,https://ieeexplore.ieee.org/document/9547279
173,8458221,In-Pixel Aperture CMOS Image Sensor for 2-D and 3-D Imaging,Byoung-Soo Choi,18,22,orig-research,2018,2018,N,10.1109/JSEN.2018.2869383,1385,1474,2859,8,0,8,,Apertures;Cameras;Lenses;Light sources;Optical imaging;Three-dimensional displays;Two dimensional displays,https://ieeexplore.ieee.org/document/8458221
174,8667346,Multi-Core Optical Fibers With Bragg Gratings as Shape Sensor for Flexible Medical Instruments,Fouzia Khan,19,14,orig-research,2019,2019,N,10.1109/JSEN.2019.2905010,1385,1471,2856,109,0,109,,Catheters;Fiber gratings;Multicore processing;Sensors;Shape;Strain,https://ieeexplore.ieee.org/document/8667346
175,8372916,Flexible Tri-Axis Tactile Sensor Using Spiral Inductor and Magnetorheological Elastomer,Takumi Kawasetsu,18,14,orig-research,2018,2018,Y,10.1109/JSEN.2018.2844194,1372,1481,2853,46,0,46,,Force;Inductance;Inductors;Rubber;Silicon;Tactile sensors,https://ieeexplore.ieee.org/document/8372916
177,8479300,MEMS-Based Acetone Vapor Sensor for Non-Invasive Screening of Diabetes,Almur A. S. Rabih,18,23,orig-research,2018,2018,Y,10.1109/JSEN.2018.2870942,1449,1397,2846,27,0,27,,Blood;Diabetes;Insulin;Sugar;Temperature measurement;Temperature sensors,https://ieeexplore.ieee.org/document/8479300
178,8529230,Crowdsourcing and Sensing for Indoor Localization in IoT: A Review,Bahareh Lashkari,19,7,orig-research,2018,2019,N,10.1109/JSEN.2018.2880180,1496,1337,2833,80,0,80,,Crowdsourcing;Indoor environments;Intelligent sensors;Smart phones;Task analysis;Wireless fidelity,https://ieeexplore.ieee.org/document/8529230
179,9119447,Multi-Modal Sensor Fusion-Based Deep Neural Network for End-to-End Autonomous Driving With Scene Understanding,Zhiyu Huang,21,10,orig-research,2020,2021,N,10.1109/JSEN.2020.3003121,1475,1343,2818,45,0,45,,Autonomous vehicles;Image segmentation;Multimodal sensors;Neural networks;Semantics;Task analysis,https://ieeexplore.ieee.org/document/9119447
180,9306810,Sequential Human Gait Classification With Distributed Radar Sensor Fusion,Haobo Li,21,6,orig-research,2020,2021,Y,10.1109/JSEN.2020.3046991,1459,1355,2814,39,0,39,,Doppler radar;Legged locomotion;Radar;Sensor fusion;Sensor phenomena and characterization;Sensors;Ultra wideband radar,https://ieeexplore.ieee.org/document/9306810
181,8506400,Flexible Capacitive Pressure Sensor Based on PDMS Substrate and Ga?In Liquid Metal,Sam Ali,19,1,orig-research,2018,2019,N,10.1109/JSEN.2018.2877929,1152,1652,2804,52,0,52,,Corona;Electrodes;Liquids;Metals;Partial discharges;Pressure sensors,https://ieeexplore.ieee.org/document/8506400
182,8493596,Image Reconstruction Based on Convolutional Neural Network for Electrical Resistance Tomography,Chao Tan,19,1,orig-research,2018,2019,N,10.1109/JSEN.2018.2876411,1329,1454,2783,153,0,153,,Conductivity;Image reconstruction;Machine learning;Mathematical model;Sensors;Training;Voltage measurement,https://ieeexplore.ieee.org/document/8493596
183,8638772,Physics-Based Convolutional Neural Network for Fault Diagnosis of Rolling Element Bearings,Mohammadkazem Sadoughi,19,11,orig-research,2019,2019,N,10.1109/JSEN.2019.2898634,1418,1359,2777,88,0,88,,Deep learning;Fault diagnosis;Machinery;Rolling bearings;Sensor phenomena and characterization;Vibrations,https://ieeexplore.ieee.org/document/8638772
184,8598842,Developing Walking Assistants for Visually Impaired People: A Review,Md. Milon Islam,19,8,orig-research,2019,2019,N,10.1109/JSEN.2018.2890423,1335,1437,2772,96,0,96,,Blindness;Computer vision;Legged locomotion;Navigation;Sensors;Tools;Visualization,https://ieeexplore.ieee.org/document/8598842
187,8698326,Deep-Learning-Based Fault Classification Using Hilbert?Huang Transform and Convolutional Neural Network in Power Distribution Systems,Mou-Fa Guo,19,16,orig-research,2019,2019,N,10.1109/JSEN.2019.2913006,1337,1385,2722,108,0,108,,Band-pass filters;Circuit faults;Feature extraction;Fuzzy logic;Power distribution;Time-frequency analysis;Transforms,https://ieeexplore.ieee.org/document/8698326
188,8684245,A Modified LSTM Model for Continuous Sign Language Recognition Using Leap Motion,Anshul Mittal,19,16,orig-research,2019,2019,N,10.1109/JSEN.2019.2909837,1238,1475,2713,106,0,106,,Assistive technology;Cameras;Feature extraction;Gesture recognition;Hidden Markov models;Sensors;Three-dimensional displays,https://ieeexplore.ieee.org/document/8684245
190,8695719,CNN-Based Methods for Object Recognition With High-Resolution Tactile Sensors,Juan M. Gandarias,19,16,orig-research,2019,2019,N,10.1109/JSEN.2019.2912968,1284,1411,2695,71,0,71,,Feature extraction;Object recognition;Tactile sensors;Visualization,https://ieeexplore.ieee.org/document/8695719
191,9084141,Potential Chipless RFID Sensors for Food Packaging Applications: A Review,Parya Fathi,20,17,orig-research,2020,2020,N,10.1109/JSEN.2020.2991751,1404,1290,2694,63,0,63,,Gas detectors;Intelligent sensors;Monitoring;RFID tags;Temperature sensors,https://ieeexplore.ieee.org/document/9084141
193,9162065,Advances in Optical Fiber Sensors Based on Multimode Interference (MMI): A Review,Kun Wang,21,1,orig-research,2020,2021,N,10.1109/JSEN.2020.3015086,1365,1317,2682,62,0,62,,Optical fiber sensors;Sensitivity;Strain;Temperature measurement;Temperature sensors,https://ieeexplore.ieee.org/document/9162065
194,9502098,Flexible Strain and Temperature Sensing NFC Tag for Smart Food Packaging Applications,Pablo Escobedo,21,23,orig-research,2021,2021,Y,10.1109/JSEN.2021.3100876,1353,1327,2680,32,0,32,,Capacitive sensors;Intelligent sensors;Light emitting diodes;Radiofrequency identification;Sensors;Strain;Temperature sensors,https://ieeexplore.ieee.org/document/9502098
195,8331965,On the Application of Digital Moving Target Indication Techniques to Short-Range FMCW Radar Data,Matthew Ash,18,10,orig-research,2018,2018,N,10.1109/JSEN.2018.2823588,1395,1279,2674,53,0,53,,Chirp;Clutter;Finite impulse response filters;Radar imaging;Sensors,https://ieeexplore.ieee.org/document/8331965
197,9123889,Detection of Respiratory Infections Using RGB-Infrared Sensors on Portable Device,Zheng Jiang,20,22,orig-research,2020,2020,N,10.1109/JSEN.2020.3004568,1153,1490,2643,41,0,41,,COVID-19;Cameras;Deep learning;Face;Feature extraction;Sensors;Videos,https://ieeexplore.ieee.org/document/9123889
198,8689098,RPL-Based Routing Protocols in IoT Applications: A Review,Harith Kharrufa,19,15,orig-research,2019,2019,N,10.1109/JSEN.2019.2910881,1339,1286,2625,127,0,127,,Internet of Things;Linear programming;Peer-to-peer computing;Reliability;Routing;Wireless sensor networks,https://ieeexplore.ieee.org/document/8689098
199,9020060,Single-Photon Detectors Modeling and Selection Criteria for High-Background LiDAR,Klaus Pasquinelli,20,13,orig-research,2020,2020,Y,10.1109/JSEN.2020.2977775,1635,986,2621,18,0,18,,Avalanche photodiodes;Detectors;Distance measurement;Histograms;Optical sensors;Photonics,https://ieeexplore.ieee.org/document/9020060
200,9417101,Artificial Olfaction in the 21st Century,James A. Covington,21,11,orig-research,2021,2021,Y,10.1109/JSEN.2021.3076412,1336,1277,2613,36,0,36,,Electrodes;Instruments;Monitoring;Olfactory;Sensor phenomena and characterization;Sensors;Temperature sensors,https://ieeexplore.ieee.org/document/9417101
200,8353851,Design of a Wireless Sensor Network-Based IoT Platform for Wide Area and Heterogeneous Applications,Yaw-Wen Kuo,18,12,orig-research,2018,2018,N,10.1109/JSEN.2018.2832664,1258,1355,2613,95,0,95,,IEEE 802.15 Standard;Logic gates;Protocols;Sensors;Web servers;Wireless sensor networks,https://ieeexplore.ieee.org/document/8353851
201,9698203,"Challenges, Applications, and Future of Wireless Sensors in Internet of Things: A Review",Muhammad Ali Jamshed,22,6,orig-research,2022,2022,N,10.1109/JSEN.2022.3148128,1273,1335,2608,63,0,63,,Extraterrestrial measurements;Internet of Things;Rain;Sensors;Temperature measurement;Wireless communication;Wireless sensor networks,https://ieeexplore.ieee.org/document/9698203
203,8836664,MEMS-Based IMU Drift Minimization: Sage Husa Adaptive Robust Kalman Filtering,Mundla Narasimhappa,20,1,orig-research,2019,2020,N,10.1109/JSEN.2019.2941273,1293,1304,2597,80,0,80,,Adaptation models;Heuristic algorithms;Kalman filters;Micromechanical devices;Navigation;Sensors;Stochastic processes,https://ieeexplore.ieee.org/document/8836664
208,9347465,Deep Learning for Patient-Independent Epileptic Seizure Prediction Using Scalp EEG Signals,Theekshana Dissanayake,21,7,orig-research,2021,2021,N,10.1109/JSEN.2021.3057076,1202,1370,2572,52,0,52,,Adaptation models;Analytical models;Biological system modeling;Brain modeling;Data models;Electroencephalography;Predictive models,https://ieeexplore.ieee.org/document/9347465
211,8345625,A Movement Decomposition and Machine Learning-Based Fall Detection System Using Wrist Wearable Device,Thiago de Quadros,18,12,orig-research,2018,2018,N,10.1109/JSEN.2018.2829815,1222,1334,2556,106,0,106,,Acceleration;Accelerometers;Gyroscopes;Machine learning;Magnetometers;Sensors;Wrist,https://ieeexplore.ieee.org/document/8345625
213,9165848,Wearable Multiple Modality Bio-Signal Recording and Processing on Chip: A Review,Qiuyang Lin,21,2,orig-research,2020,2021,N,10.1109/JSEN.2020.3016115,1388,1157,2545,21,0,21,,Biomedical monitoring;Electrocardiography;Electroencephalography;Heart rate;Monitoring;Power demand;Sensors,https://ieeexplore.ieee.org/document/9165848
214,8641383,Activity-Aware Fall Detection and Recognition Based on Wearable Sensors,Faisal Hussain,19,12,orig-research,2019,2019,N,10.1109/JSEN.2019.2898891,1213,1329,2542,90,0,90,,Accelerometers;Biomedical monitoring;Injuries;Monitoring;Senior citizens;Wearable sensors,https://ieeexplore.ieee.org/document/8641383
215,8861016,A Non-Invasive Method for Hydration Status Measurement With a Microwave Sensor Using Skin Phantoms,Joni Kilpij�rvi,20,2,orig-research,2019,2020,Y,10.1109/JSEN.2019.2945817,1206,1335,2541,10,0,10,,Dielectric measurement;Dielectrics;Ions;Microwave measurement;Sensor phenomena and characterization;Skin,https://ieeexplore.ieee.org/document/8861016
216,10076400,Design of a Low-Power Super-Resolution Architecture for Virtual Reality Wearable Devices,Fanny Spagnolo,23,8,orig-research,2023,2023,Y,10.1109/JSEN.2023.3256524,605,1930,2535,3,0,3,,Hardware;Image reconstruction;Rendering (computer graphics);Resists;Superresolution;Visualization;Wearable computers,https://ieeexplore.ieee.org/document/10076400
217,8403284,A Linear-Mode LiDAR Sensor Using a Multi-Channel CMOS Transimpedance Amplifier Array,Chaerin Hong,18,17,orig-research,2018,2018,N,10.1109/JSEN.2018.2852794,1535,997,2532,39,0,39,,Bandwidth;Laser radar;Optical fiber amplifiers;Optical sensors;Radio frequency;Sensor arrays,https://ieeexplore.ieee.org/document/8403284
219,8846091,Breath Acetone Sensors as Non-Invasive Health Monitoring Systems: A Review,Naader Alizadeh,20,1,orig-research,2019,2020,N,10.1109/JSEN.2019.2942693,1223,1301,2524,58,0,58,,Chemical sensors;Diabetes;Gas detectors;Gases;Metals;Temperature sensors,https://ieeexplore.ieee.org/document/8846091
220,9423986,Monitoring of Electric Buses Within an Urban Smart City Environment,Jos� Javier Astrain,22,12,orig-research,2021,2022,N,10.1109/JSEN.2021.3077846,1066,1450,2516,9,0,9,,Batteries;Charging stations;Intelligent sensors;Monitoring;Smart cities;Smart grids;Urban areas,https://ieeexplore.ieee.org/document/9423986
